LOAN_ID,CUSTOMER_ID,REPORTING_DATE,INTODEFAULT,INSTALLMENT_NM,LOAN_AMT,INSTALLMENT_AMT,PAST_DUE_AMT,BUCKET
954353,620,2011-02-28,N,12,10621,885.08,0,14
954353,620,2011-03-31,N,12,10621,885.08,0,15
954353,620,2011-04-30,N,12,10621,885.08,0,16
954353,620,2011-05-31,N,12,10621,885.08,0,17
954353,620,2011-06-30,N,12,10621,885.08,0,18
954360,621,2010-01-31,N,12,11769,980.75,0,1
954360,621,2010-02-28,N,12,11769,980.75,0,2
954360,621,2010-03-31,N,12,11769,980.75,0,3
954362,622,2010-01-31,N,36,19761,548.92,0,1
954362,622,2010-02-28,N,36,19761,548.92,0,2
954362,622,2010-03-31,N,36,19761,548.92,0,3
954362,622,2010-04-30,N,36,19761,548.92,0,4
954362,622,2010-05-31,N,36,19761,548.92,0,5
954362,622,2010-06-30,N,36,19761,548.92,0,6
954362,622,2010-07-31,N,36,19761,548.92,0,7
954362,622,2010-08-31,N,36,19761,548.92,0,8
954362,622,2010-09-30,N,36,19761,548.92,0,9
954362,622,2010-10-31,N,36,19761,548.92,0,10
954362,622,2010-11-30,N,36,19761,548.92,0,11
954362,622,2010-12-31,N,36,19761,548.92,0,12
954362,622,2011-01-31,N,36,19761,548.92,0,13
954362,622,2011-02-28,N,36,19761,548.92,0,14
954362,622,2011-03-31,N,36,19761,548.92,0,15
954362,622,2011-04-30,N,36,19761,548.92,0,16
954362,622,2011-05-31,N,36,19761,548.92,0,17
954362,622,2011-06-30,N,36,19761,548.92,0,18
954362,622,2011-07-31,N,36,19761,548.92,0,19
954362,622,2011-08-31,N,36,19761,548.92,0,20
954362,622,2011-09-30,N,36,19761,548.92,0,21
954362,622,2011-10-31,N,36,19761,548.92,0,22
954362,622,2011-11-30,N,36,19761,548.92,0,23
954131,623,2010-01-31,N,12,3406,283.83,0,1
954131,623,2010-02-28,N,12,3406,283.83,0,2
954131,623,2010-03-31,N,12,3406,283.83,0,3
954131,623,2010-04-30,N,12,3406,283.83,0,4
954131,623,2010-05-31,N,12,3406,283.83,0,5
954131,623,2010-06-30,N,12,3406,283.83,0,6
954131,623,2010-07-31,N,12,3406,283.83,0,7
954131,623,2010-08-31,N,12,3406,283.83,0,8
954131,623,2010-09-30,N,12,3406,283.83,0,9
954131,623,2010-10-31,N,12,3406,283.83,0,10
954131,623,2010-11-30,N,12,3406,283.83,0,11
954131,623,2010-12-31,N,12,3406,283.83,0,12
954131,623,2011-01-31,N,12,3406,283.83,0,13
954131,623,2011-02-28,N,12,3406,283.83,0,14
954131,623,2011-03-31,N,12,3406,283.83,0,15
954131,623,2011-04-30,N,12,3406,283.83,0,16
954133,624,2010-01-31,N,48,17488,364.33,0,1
954133,624,2010-02-28,N,48,17488,364.33,0,2
954133,624,2010-03-31,N,48,17488,364.33,0,3
954133,624,2010-04-30,N,48,17488,364.33,0,4
954133,624,2010-05-31,N,48,17488,364.33,0,5
954133,624,2010-06-30,N,48,17488,364.33,0,6
954133,624,2010-07-31,N,48,17488,364.33,0,7
954133,624,2010-08-31,N,48,17488,364.33,0,8
954133,624,2010-09-30,N,48,17488,364.33,0,9
954133,624,2010-10-31,N,48,17488,364.33,0,10
954133,624,2010-11-30,N,48,17488,364.33,0,11
954133,624,2010-12-31,N,48,17488,364.33,0,12
954133,624,2011-01-31,Y,48,17488,364.33,303,13
954133,624,2011-02-28,Y,48,17488,364.33,499,14
954133,624,2011-03-31,Y,48,17488,364.33,783,15
954137,625,2010-01-31,N,36,40940,1137.22,0,1
954137,625,2010-02-28,N,36,40940,1137.22,0,2
954137,625,2010-03-31,N,36,40940,1137.22,0,3
954137,625,2010-04-30,N,36,40940,1137.22,0,4
954137,625,2010-05-31,N,36,40940,1137.22,0,5
954137,625,2010-06-30,N,36,40940,1137.22,0,6
954137,625,2010-07-31,N,36,40940,1137.22,0,7
954137,625,2010-08-31,N,36,40940,1137.22,0,8
954137,625,2010-09-30,N,36,40940,1137.22,0,9
954137,625,2010-10-31,N,36,40940,1137.22,0,10
954137,625,2010-11-30,N,36,40940,1137.22,0,11
954137,625,2010-12-31,N,36,40940,1137.22,0,12
954137,625,2011-01-31,N,36,40940,1137.22,0,13
954137,625,2011-02-28,N,36,40940,1137.22,0,14
954137,625,2011-03-31,N,36,40940,1137.22,0,15
954137,625,2011-04-30,N,36,40940,1137.22,0,16
954137,625,2011-05-31,N,36,40940,1137.22,0,17
954137,625,2011-06-30,N,36,40940,1137.22,0,18
954137,625,2011-07-31,N,36,40940,1137.22,0,19
954137,625,2011-08-31,N,36,40940,1137.22,0,20
954137,625,2011-09-30,N,36,40940,1137.22,0,21
954137,625,2011-10-31,N,36,40940,1137.22,0,22
954137,625,2011-11-30,N,36,40940,1137.22,0,23
954186,626,2010-01-31,N,48,2315,48.23,0,1
954186,626,2010-02-28,N,48,2315,48.23,0,2
954186,626,2010-03-31,N,48,2315,48.23,0,3
954186,626,2010-04-30,N,48,2315,48.23,0,4
954186,626,2010-05-31,N,48,2315,48.23,0,5
954186,626,2010-06-30,N,48,2315,48.23,0,6
954186,626,2010-07-31,N,48,2315,48.23,0,7
954186,626,2010-08-31,N,48,2315,48.23,0,8
954186,626,2010-09-30,N,48,2315,48.23,0,9
954186,626,2010-10-31,N,48,2315,48.23,0,10
954186,626,2010-11-30,N,48,2315,48.23,0,11
954186,626,2010-12-31,N,48,2315,48.23,0,12
954186,626,2011-01-31,N,48,2315,48.23,0,13
954186,626,2011-02-28,N,48,2315,48.23,0,14
954186,626,2011-03-31,N,48,2315,48.23,0,15
954186,626,2011-04-30,N,48,2315,48.23,0,16
954186,626,2011-05-31,N,48,2315,48.23,0,17
954186,626,2011-06-30,N,48,2315,48.23,0,18
954186,626,2011-07-31,N,48,2315,48.23,0,19
954186,626,2011-08-31,N,48,2315,48.23,0,20
954186,626,2011-09-30,N,48,2315,48.23,0,21
954186,626,2011-10-31,N,48,2315,48.23,0,22
954186,626,2011-11-30,N,48,2315,48.23,0,23
954189,627,2010-01-31,N,36,24023,667.31,0,1
954189,627,2010-02-28,N,36,24023,667.31,0,2
954189,627,2010-03-31,N,36,24023,667.31,0,3
954189,627,2010-04-30,N,36,24023,667.31,0,4
954189,627,2010-05-31,N,36,24023,667.31,0,5
954189,627,2010-06-30,N,36,24023,667.31,0,6
954189,627,2010-07-31,N,36,24023,667.31,0,7
954189,627,2010-08-31,N,36,24023,667.31,0,8
954189,627,2010-09-30,N,36,24023,667.31,0,9
954189,627,2010-10-31,N,36,24023,667.31,0,10
954189,627,2010-11-30,N,36,24023,667.31,0,11
954189,627,2010-12-31,N,36,24023,667.31,0,12
954189,627,2011-01-31,N,36,24023,667.31,0,13
954189,627,2011-02-28,N,36,24023,667.31,0,14
954189,627,2011-03-31,N,36,24023,667.31,0,15
954189,627,2011-04-30,N,36,24023,667.31,0,16
954189,627,2011-05-31,N,36,24023,667.31,0,17
954197,628,2010-01-31,N,12,1179,98.25,0,1
954197,628,2010-02-28,N,12,1179,98.25,0,2
954197,628,2010-03-31,N,12,1179,98.25,0,3
954197,628,2010-04-30,N,12,1179,98.25,0,4
954197,628,2010-05-31,N,12,1179,98.25,0,5
954197,628,2010-06-30,N,12,1179,98.25,0,6
954197,628,2010-07-31,N,12,1179,98.25,0,7
954197,628,2010-08-31,N,12,1179,98.25,0,8
954197,628,2010-09-30,N,12,1179,98.25,0,9
954197,628,2010-10-31,N,12,1179,98.25,0,10
954197,628,2010-11-30,N,12,1179,98.25,0,11
954203,629,2010-01-31,N,12,9905,825.42,0,1
954203,629,2010-02-28,N,12,9905,825.42,0,2
954203,629,2010-03-31,N,12,9905,825.42,0,3
954203,629,2010-04-30,N,12,9905,825.42,0,4
954203,629,2010-05-31,N,12,9905,825.42,0,5
954203,629,2010-06-30,N,12,9905,825.42,0,6
954203,629,2010-07-31,N,12,9905,825.42,0,7
954203,629,2010-08-31,N,12,9905,825.42,0,8
954203,629,2010-09-30,N,12,9905,825.42,0,9
954203,629,2010-10-31,N,12,9905,825.42,0,10
954203,629,2010-11-30,N,12,9905,825.42,0,11
954203,629,2010-12-31,N,12,9905,825.42,0,12
954203,629,2011-01-31,N,12,9905,825.42,0,13
954203,629,2011-02-28,N,12,9905,825.42,0,14
954203,629,2011-03-31,N,12,9905,825.42,0,15
954203,629,2011-04-30,N,12,9905,825.42,0,16
954203,629,2011-05-31,N,12,9905,825.42,0,17
954203,629,2011-06-30,N,12,9905,825.42,0,18
954203,629,2011-07-31,N,12,9905,825.42,0,19
954203,629,2011-08-31,N,12,9905,825.42,0,20
954203,629,2011-09-30,N,12,9905,825.42,0,21
954203,629,2011-10-31,N,12,9905,825.42,0,22
954203,629,2011-11-30,N,12,9905,825.42,0,23
954212,630,2010-01-31,N,24,3495,145.63,0,1
954212,630,2010-02-28,N,24,3495,145.63,0,2
954212,630,2010-03-31,N,24,3495,145.63,0,3
954212,630,2010-04-30,N,24,3495,145.63,0,4
954212,630,2010-05-31,N,24,3495,145.63,0,5
954212,630,2010-06-30,N,24,3495,145.63,0,6
954212,630,2010-07-31,N,24,3495,145.63,0,7
954212,630,2010-08-31,N,24,3495,145.63,0,8
954212,630,2010-09-30,N,24,3495,145.63,0,9
954212,630,2010-10-31,N,24,3495,145.63,0,10
954212,630,2010-11-30,N,24,3495,145.63,0,11
954212,630,2010-12-31,N,24,3495,145.63,0,12
954212,630,2011-01-31,N,24,3495,145.63,0,13
954212,630,2011-02-28,N,24,3495,145.63,0,14
954212,630,2011-03-31,N,24,3495,145.63,0,15
954212,630,2011-04-30,N,24,3495,145.63,0,16
954212,630,2011-05-31,N,24,3495,145.63,0,17
954212,630,2011-06-30,N,24,3495,145.63,0,18
954212,630,2011-07-31,N,24,3495,145.63,0,19
954212,630,2011-08-31,N,24,3495,145.63,0,20
954212,630,2011-09-30,N,24,3495,145.63,0,21
954212,630,2011-10-31,N,24,3495,145.63,0,22
954212,630,2011-11-30,N,24,3495,145.63,0,23
954215,631,2010-01-31,N,60,58584,976.4,0,1
954215,631,2010-02-28,N,60,58584,976.4,0,2
954215,631,2010-03-31,N,60,58584,976.4,0,3
954215,631,2010-04-30,N,60,58584,976.4,0,4
954215,631,2010-05-31,N,60,58584,976.4,0,5
954215,631,2010-06-30,N,60,58584,976.4,0,6
954215,631,2010-07-31,N,60,58584,976.4,0,7
954219,632,2010-01-31,N,12,12094,1007.83,0,1
954219,632,2010-02-28,N,12,12094,1007.83,0,2
954219,632,2010-03-31,N,12,12094,1007.83,0,3
954219,632,2010-04-30,N,12,12094,1007.83,0,4
954219,632,2010-05-31,N,12,12094,1007.83,0,5
954226,633,2010-01-31,N,48,57655,1201.15,0,1
954226,633,2010-02-28,N,48,57655,1201.15,0,2
954226,633,2010-03-31,N,48,57655,1201.15,0,3
954226,633,2010-04-30,N,48,57655,1201.15,0,4
954226,633,2010-05-31,N,48,57655,1201.15,0,5
954226,633,2010-06-30,N,48,57655,1201.15,0,6
954226,633,2010-07-31,N,48,57655,1201.15,0,7
954226,633,2010-08-31,N,48,57655,1201.15,0,8
954226,633,2010-09-30,N,48,57655,1201.15,0,9
954226,633,2010-10-31,N,48,57655,1201.15,0,10
954226,633,2010-11-30,N,48,57655,1201.15,0,11
954226,633,2010-12-31,N,48,57655,1201.15,0,12
954226,633,2011-01-31,N,48,57655,1201.15,0,13
954226,633,2011-02-28,N,48,57655,1201.15,0,14
954226,633,2011-03-31,N,48,57655,1201.15,0,15
954226,633,2011-04-30,N,48,57655,1201.15,0,16
954226,633,2011-05-31,N,48,57655,1201.15,0,17
954226,633,2011-06-30,N,48,57655,1201.15,0,18
954226,633,2011-07-31,N,48,57655,1201.15,0,19
954226,633,2011-08-31,N,48,57655,1201.15,0,20
954226,633,2011-09-30,N,48,57655,1201.15,0,21
954226,633,2011-10-31,N,48,57655,1201.15,0,22
954226,633,2011-11-30,N,48,57655,1201.15,0,23
954229,634,2010-01-31,N,24,29889,1245.38,0,1
954229,634,2010-02-28,N,24,29889,1245.38,0,2
954229,634,2010-03-31,N,24,29889,1245.38,0,3
954229,634,2010-04-30,N,24,29889,1245.38,0,4
954229,634,2010-05-31,N,24,29889,1245.38,0,5
954229,634,2010-06-30,N,24,29889,1245.38,0,6
954229,634,2010-07-31,N,24,29889,1245.38,0,7
954229,634,2010-08-31,N,24,29889,1245.38,0,8
954229,634,2010-09-30,N,24,29889,1245.38,0,9
954229,634,2010-10-31,N,24,29889,1245.38,0,10
954229,634,2010-11-30,N,24,29889,1245.38,0,11
954229,634,2010-12-31,N,24,29889,1245.38,0,12
954229,634,2011-01-31,N,24,29889,1245.38,0,13
954229,634,2011-02-28,N,24,29889,1245.38,0,14
954229,634,2011-03-31,N,24,29889,1245.38,0,15
954229,634,2011-04-30,N,24,29889,1245.38,0,16
954229,634,2011-05-31,N,24,29889,1245.38,0,17
954229,634,2011-06-30,N,24,29889,1245.38,0,18
954229,634,2011-07-31,N,24,29889,1245.38,0,19
954229,634,2011-08-31,N,24,29889,1245.38,0,20
954229,634,2011-09-30,N,24,29889,1245.38,0,21
954229,634,2011-10-31,N,24,29889,1245.38,0,22
954229,634,2011-11-30,N,24,29889,1245.38,0,23
954240,635,2010-01-31,N,48,2172,45.25,0,1
954240,635,2010-02-28,N,48,2172,45.25,0,2
954240,635,2010-03-31,N,48,2172,45.25,0,3
954240,635,2010-04-30,N,48,2172,45.25,0,4
954240,635,2010-05-31,N,48,2172,45.25,0,5
954240,635,2010-06-30,N,48,2172,45.25,0,6
954240,635,2010-07-31,N,48,2172,45.25,0,7
954240,635,2010-08-31,N,48,2172,45.25,0,8
954240,635,2010-09-30,N,48,2172,45.25,0,9
954240,635,2010-10-31,N,48,2172,45.25,0,10
954240,635,2010-11-30,N,48,2172,45.25,0,11
954240,635,2010-12-31,N,48,2172,45.25,0,12
954240,635,2011-01-31,N,48,2172,45.25,0,13
954240,635,2011-02-28,N,48,2172,45.25,0,14
954240,635,2011-03-31,N,48,2172,45.25,0,15
954240,635,2011-04-30,N,48,2172,45.25,0,16
954240,635,2011-05-31,N,48,2172,45.25,0,17
954240,635,2011-06-30,N,48,2172,45.25,0,18
954240,635,2011-07-31,N,48,2172,45.25,0,19
954240,635,2011-08-31,N,48,2172,45.25,0,20
954240,635,2011-09-30,N,48,2172,45.25,0,21
954240,635,2011-10-31,N,48,2172,45.25,0,22
954240,635,2011-11-30,N,48,2172,45.25,0,23
954245,636,2010-01-31,N,72,48658,675.81,0,1
954245,636,2010-02-28,N,72,48658,675.81,0,2
954245,636,2010-03-31,N,72,48658,675.81,0,3
954245,636,2010-04-30,N,72,48658,675.81,0,4
954245,636,2010-05-31,N,72,48658,675.81,0,5
954245,636,2010-06-30,N,72,48658,675.81,0,6
954245,636,2010-07-31,N,72,48658,675.81,0,7
954245,636,2010-08-31,N,72,48658,675.81,0,8
954245,636,2010-09-30,N,72,48658,675.81,0,9
954245,636,2010-10-31,N,72,48658,675.81,0,10
954245,636,2010-11-30,N,72,48658,675.81,0,11
954245,636,2010-12-31,N,72,48658,675.81,0,12
954245,636,2011-01-31,N,72,48658,675.81,0,13
954245,636,2011-02-28,N,72,48658,675.81,0,14
954245,636,2011-03-31,N,72,48658,675.81,0,15
954252,637,2010-01-31,N,12,1745,145.42,0,1
954252,637,2010-02-28,N,12,1745,145.42,0,2
954252,637,2010-03-31,N,12,1745,145.42,0,3
954252,637,2010-04-30,N,12,1745,145.42,0,4
954252,637,2010-05-31,N,12,1745,145.42,0,5
954258,638,2010-01-31,N,36,7310,203.06,0,1
954258,638,2010-02-28,N,36,7310,203.06,0,2
954258,638,2010-03-31,N,36,7310,203.06,0,3
954258,638,2010-04-30,N,36,7310,203.06,0,4
954258,638,2010-05-31,N,36,7310,203.06,0,5
954258,638,2010-06-30,N,36,7310,203.06,0,6
954258,638,2010-07-31,N,36,7310,203.06,0,7
954258,638,2010-08-31,N,36,7310,203.06,0,8
954258,638,2010-09-30,N,36,7310,203.06,0,9
954258,638,2010-10-31,N,36,7310,203.06,0,10
954258,638,2010-11-30,N,36,7310,203.06,0,11
954258,638,2010-12-31,N,36,7310,203.06,0,12
954258,638,2011-01-31,N,36,7310,203.06,0,13
954258,638,2011-02-28,N,36,7310,203.06,0,14
954258,638,2011-03-31,N,36,7310,203.06,0,15
954258,638,2011-04-30,N,36,7310,203.06,0,16
954258,638,2011-05-31,N,36,7310,203.06,0,17
954258,638,2011-06-30,N,36,7310,203.06,0,18
954258,638,2011-07-31,N,36,7310,203.06,0,19
954258,638,2011-08-31,N,36,7310,203.06,0,20
954258,638,2011-09-30,N,36,7310,203.06,0,21
954258,638,2011-10-31,N,36,7310,203.06,0,22
954258,638,2011-11-30,N,36,7310,203.06,0,23
954281,639,2010-01-31,N,12,13474,1122.83,0,1
954281,639,2010-02-28,N,12,13474,1122.83,0,2
954281,639,2010-03-31,N,12,13474,1122.83,0,3
954281,639,2010-04-30,N,12,13474,1122.83,0,4
954281,639,2010-05-31,N,12,13474,1122.83,0,5
954281,639,2010-06-30,N,12,13474,1122.83,0,6
954281,639,2010-07-31,N,12,13474,1122.83,0,7
954281,639,2010-08-31,N,12,13474,1122.83,0,8
954281,639,2010-09-30,N,12,13474,1122.83,0,9
954281,639,2010-10-31,N,12,13474,1122.83,0,10
954281,639,2010-11-30,N,12,13474,1122.83,0,11
954281,639,2010-12-31,N,12,13474,1122.83,0,12
954281,639,2011-01-31,N,12,13474,1122.83,0,13
954281,639,2011-02-28,N,12,13474,1122.83,0,14
954281,639,2011-03-31,N,12,13474,1122.83,0,15
954281,639,2011-04-30,N,12,13474,1122.83,0,16
954281,639,2011-05-31,N,12,13474,1122.83,0,17
954281,639,2011-06-30,N,12,13474,1122.83,0,18
954281,639,2011-07-31,N,12,13474,1122.83,0,19
954301,640,2010-01-31,N,12,14641,1220.08,0,1
954301,640,2010-02-28,N,12,14641,1220.08,0,2
954301,640,2010-03-31,N,12,14641,1220.08,0,3
954301,640,2010-04-30,N,12,14641,1220.08,0,4
954301,640,2010-05-31,N,12,14641,1220.08,0,5
954301,640,2010-06-30,N,12,14641,1220.08,0,6
954301,640,2010-07-31,N,12,14641,1220.08,0,7
954301,640,2010-08-31,N,12,14641,1220.08,0,8
954301,640,2010-09-30,N,12,14641,1220.08,0,9
954301,640,2010-10-31,N,12,14641,1220.08,0,10
954301,640,2010-11-30,N,12,14641,1220.08,0,11
954301,640,2010-12-31,N,12,14641,1220.08,0,12
954301,640,2011-01-31,N,12,14641,1220.08,0,13
954301,640,2011-02-28,N,12,14641,1220.08,0,14
954301,640,2011-03-31,N,12,14641,1220.08,0,15
954301,640,2011-04-30,N,12,14641,1220.08,0,16
954301,640,2011-05-31,N,12,14641,1220.08,0,17
954301,640,2011-06-30,N,12,14641,1220.08,0,18
954301,640,2011-07-31,N,12,14641,1220.08,0,19
954301,640,2011-08-31,N,12,14641,1220.08,0,20
954301,640,2011-09-30,N,12,14641,1220.08,0,21
954301,640,2011-10-31,N,12,14641,1220.08,0,22
954301,640,2011-11-30,N,12,14641,1220.08,0,23
954325,641,2010-01-31,N,48,50974,1061.96,0,1
954325,641,2010-02-28,N,48,50974,1061.96,0,2
954325,641,2010-03-31,N,48,50974,1061.96,0,3
954325,641,2010-04-30,N,48,50974,1061.96,0,4
954325,641,2010-05-31,N,48,50974,1061.96,0,5
954325,641,2010-06-30,N,48,50974,1061.96,0,6
954325,641,2010-07-31,N,48,50974,1061.96,0,7
954325,641,2010-08-31,N,48,50974,1061.96,0,8
954325,641,2010-09-30,N,48,50974,1061.96,0,9
954325,641,2010-10-31,N,48,50974,1061.96,0,10
954325,641,2010-11-30,N,48,50974,1061.96,0,11
954325,641,2010-12-31,N,48,50974,1061.96,0,12
954325,641,2011-01-31,N,48,50974,1061.96,0,13
954325,641,2011-02-28,N,48,50974,1061.96,0,14
954325,641,2011-03-31,N,48,50974,1061.96,0,15
954325,641,2011-04-30,N,48,50974,1061.96,0,16
954325,641,2011-05-31,N,48,50974,1061.96,0,17
954325,641,2011-06-30,N,48,50974,1061.96,0,18
954332,642,2010-01-31,N,72,84039,1167.21,0,1
954332,642,2010-02-28,N,72,84039,1167.21,0,2
954332,642,2010-03-31,N,72,84039,1167.21,0,3
954332,642,2010-04-30,N,72,84039,1167.21,0,4
954332,642,2010-05-31,N,72,84039,1167.21,0,5
954332,642,2010-06-30,N,72,84039,1167.21,0,6
954332,642,2010-07-31,N,72,84039,1167.21,0,7
954332,642,2010-08-31,N,72,84039,1167.21,0,8
954332,642,2010-09-30,N,72,84039,1167.21,0,9
954332,642,2010-10-31,N,72,84039,1167.21,0,10
954339,643,2010-01-31,N,12,8940,745,0,1
954339,643,2010-02-28,N,12,8940,745,0,2
954339,643,2010-03-31,N,12,8940,745,0,3
954339,643,2010-04-30,N,12,8940,745,0,4
954339,643,2010-05-31,N,12,8940,745,0,5
954339,643,2010-06-30,N,12,8940,745,0,6
954339,643,2010-07-31,N,12,8940,745,0,7
954339,643,2010-08-31,N,12,8940,745,0,8
954339,643,2010-09-30,N,12,8940,745,0,9
954345,644,2010-01-31,N,12,3973,331.08,0,1
954345,644,2010-02-28,N,12,3973,331.08,0,2
954345,644,2010-03-31,N,12,3973,331.08,0,3
954345,644,2010-04-30,N,12,3973,331.08,0,4
954345,644,2010-05-31,N,12,3973,331.08,0,5
954345,644,2010-06-30,N,12,3973,331.08,0,6
954345,644,2010-07-31,N,12,3973,331.08,0,7
954345,644,2010-08-31,N,12,3973,331.08,0,8
954345,644,2010-09-30,N,12,3973,331.08,0,9
954345,644,2010-10-31,N,12,3973,331.08,0,10
954345,644,2010-11-30,N,12,3973,331.08,0,11
954345,644,2010-12-31,N,12,3973,331.08,0,12
954345,644,2011-01-31,N,12,3973,331.08,0,13
954345,644,2011-02-28,N,12,3973,331.08,0,14
954345,644,2011-03-31,N,12,3973,331.08,0,15
954345,644,2011-04-30,N,12,3973,331.08,0,16
954345,644,2011-05-31,N,12,3973,331.08,0,17
954345,644,2011-06-30,N,12,3973,331.08,0,18
954345,644,2011-07-31,N,12,3973,331.08,0,19
954345,644,2011-08-31,N,12,3973,331.08,0,20
954345,644,2011-09-30,N,12,3973,331.08,0,21
954345,644,2011-10-31,N,12,3973,331.08,0,22
954345,644,2011-11-30,N,12,3973,331.08,0,23
954350,645,2010-01-31,N,12,675,56.25,0,1
954350,645,2010-02-28,N,12,675,56.25,0,2
954350,645,2010-03-31,N,12,675,56.25,0,3
954350,645,2010-04-30,N,12,675,56.25,0,4
954350,645,2010-05-31,N,12,675,56.25,0,5
954350,645,2010-06-30,N,12,675,56.25,0,6
954350,645,2010-07-31,N,12,675,56.25,0,7
954350,645,2010-08-31,N,12,675,56.25,0,8
954350,645,2010-09-30,N,12,675,56.25,0,9
954350,645,2010-10-31,N,12,675,56.25,0,10
954350,645,2010-11-30,N,12,675,56.25,0,11
954350,645,2010-12-31,N,12,675,56.25,0,12
954350,645,2011-01-31,N,12,675,56.25,0,13
954350,645,2011-02-28,N,12,675,56.25,0,14
954350,645,2011-03-31,N,12,675,56.25,0,15
954354,646,2010-01-31,N,60,18283,304.72,0,1
954354,646,2010-02-28,N,60,18283,304.72,0,2
954354,646,2010-03-31,N,60,18283,304.72,0,3
954354,646,2010-04-30,N,60,18283,304.72,0,4
954354,646,2010-05-31,N,60,18283,304.72,0,5
954354,646,2010-06-30,N,60,18283,304.72,0,6
954354,646,2010-07-31,N,60,18283,304.72,0,7
954354,646,2010-08-31,N,60,18283,304.72,0,8
954354,646,2010-09-30,N,60,18283,304.72,0,9
954354,646,2010-10-31,N,60,18283,304.72,0,10
954354,646,2010-11-30,N,60,18283,304.72,0,11
954354,646,2010-12-31,N,60,18283,304.72,0,12
954354,646,2011-01-31,N,60,18283,304.72,0,13
954354,646,2011-02-28,N,60,18283,304.72,0,14
954354,646,2011-03-31,N,60,18283,304.72,0,15
954354,646,2011-04-30,N,60,18283,304.72,0,16
954354,646,2011-05-31,N,60,18283,304.72,0,17
954354,646,2011-06-30,N,60,18283,304.72,0,18
954354,646,2011-07-31,N,60,18283,304.72,0,19
954354,646,2011-08-31,N,60,18283,304.72,0,20
954354,646,2011-09-30,N,60,18283,304.72,0,21
954354,646,2011-10-31,N,60,18283,304.72,0,22
954354,646,2011-11-30,N,60,18283,304.72,0,23
954357,647,2010-01-31,N,36,28752,798.67,0,1
954357,647,2010-02-28,N,36,28752,798.67,0,2
954357,647,2010-03-31,N,36,28752,798.67,0,3
954357,647,2010-04-30,N,36,28752,798.67,0,4
954357,647,2010-05-31,N,36,28752,798.67,0,5
954357,647,2010-06-30,N,36,28752,798.67,0,6
954357,647,2010-07-31,N,36,28752,798.67,0,7
954357,647,2010-08-31,N,36,28752,798.67,0,8
954357,647,2010-09-30,N,36,28752,798.67,0,9
954357,647,2010-10-31,N,36,28752,798.67,0,10
954357,647,2010-11-30,N,36,28752,798.67,0,11
954357,647,2010-12-31,N,36,28752,798.67,0,12
954524,648,2010-01-31,N,60,57600,960,0,1
954524,648,2010-02-28,N,60,57600,960,0,2
954524,648,2010-03-31,N,60,57600,960,0,3
954524,648,2010-04-30,N,60,57600,960,0,4
954524,648,2010-05-31,N,60,57600,960,0,5
954535,649,2010-01-31,N,48,24740,515.42,0,1
954535,649,2010-02-28,N,48,24740,515.42,0,2
954535,649,2010-03-31,N,48,24740,515.42,0,3
954535,649,2010-04-30,N,48,24740,515.42,0,4
954535,649,2010-05-31,N,48,24740,515.42,0,5
954535,649,2010-06-30,N,48,24740,515.42,0,6
954535,649,2010-07-31,N,48,24740,515.42,0,7
954535,649,2010-08-31,N,48,24740,515.42,0,8
954535,649,2010-09-30,N,48,24740,515.42,0,9
954535,649,2010-10-31,N,48,24740,515.42,0,10
954535,649,2010-11-30,N,48,24740,515.42,0,11
954535,649,2010-12-31,N,48,24740,515.42,0,12
954535,649,2011-01-31,N,48,24740,515.42,0,13
954535,649,2011-02-28,N,48,24740,515.42,0,14
954535,649,2011-03-31,N,48,24740,515.42,0,15
954535,649,2011-04-30,N,48,24740,515.42,0,16
954535,649,2011-05-31,N,48,24740,515.42,0,17
954535,649,2011-06-30,N,48,24740,515.42,0,18
954535,649,2011-07-31,N,48,24740,515.42,0,19
954535,649,2011-08-31,N,48,24740,515.42,0,20
954535,649,2011-09-30,N,48,24740,515.42,0,21
954535,649,2011-10-31,N,48,24740,515.42,0,22
954535,649,2011-11-30,N,48,24740,515.42,0,23
954541,650,2010-01-31,N,60,59873,997.88,0,1
954541,650,2010-02-28,N,60,59873,997.88,0,2
954541,650,2010-03-31,N,60,59873,997.88,0,3
954541,650,2010-04-30,N,60,59873,997.88,0,4
954541,650,2010-05-31,N,60,59873,997.88,0,5
954541,650,2010-06-30,N,60,59873,997.88,0,6
954559,651,2010-01-31,N,48,31273,651.52,0,1
954559,651,2010-02-28,N,48,31273,651.52,0,2
954559,651,2010-03-31,N,48,31273,651.52,0,3
954559,651,2010-04-30,N,48,31273,651.52,0,4
954559,651,2010-05-31,N,48,31273,651.52,0,5
954559,651,2010-06-30,N,48,31273,651.52,0,6
954559,651,2010-07-31,N,48,31273,651.52,0,7
954559,651,2010-08-31,N,48,31273,651.52,0,8
954559,651,2010-09-30,N,48,31273,651.52,0,9
954559,651,2010-10-31,N,48,31273,651.52,0,10
954559,651,2010-11-30,N,48,31273,651.52,0,11
954559,651,2010-12-31,N,48,31273,651.52,0,12
954559,651,2011-01-31,N,48,31273,651.52,0,13
954559,651,2011-02-28,N,48,31273,651.52,0,14
954559,651,2011-03-31,N,48,31273,651.52,0,15
954559,651,2011-04-30,N,48,31273,651.52,0,16
954559,651,2011-05-31,N,48,31273,651.52,0,17
954559,651,2011-06-30,N,48,31273,651.52,0,18
954563,652,2010-01-31,N,72,57367,796.76,0,1
